기준일자,대륙명,국가명,목적구분,인원,전년동기,증감률
201001,대륙전체,연도,전체,569453,607659,-6.3
201001,대륙전체,연도,관광,400818,441688,-9.3
201001,대륙전체,연도,상용,22896,20545,11.4
201001,대륙전체,연도,공용,2738,2764,-0.9
201001,대륙전체,연도,유학연수,5118,4876,5
201001,대륙전체,연도,기타,137883,137786,0.1
201001,아시아,연도대륙,전체,433045,474653,-8.8
201001,아시아,연도대륙,관광,329131,369083,-10.8
201001,아시아,연도대륙,상용,18238,15595,16.9
201001,아시아,연도대륙,공용,421,353,19.3
201001,아시아,연도대륙,유학연수,4339,4265,1.7
201001,아시아,연도대륙,기타,80916,85357,-5.2
201001,아시아,중국,전체,91252,93007,-1.9
201001,아시아,중국,관광,40425,43607,-7.3
201001,아시아,중국,상용,11930,9752,22.3
201001,아시아,중국,공용,55,33,66.7
201001,아시아,중국,유학연수,2751,2901,-5.2
201001,아시아,중국,기타,36091,36714,-1.7
201001,아시아,일본,전체,209184,237816,-12
201001,아시아,일본,관광,202825,230303,-11.9
201001,아시아,일본,상용,1750,2353,-25.6
201001,아시아,일본,공용,89,109,-18.3
201001,아시아,일본,유학연수,549,508,8.1
201001,아시아,일본,기타,3971,4543,-12.6
201001,아시아,대만,전체,36399,37425,-2.7
201001,아시아,대만,관광,35788,36754,-2.6
201001,아시아,대만,상용,41,34,20.6
201001,아시아,대만,공용,17,27,-37
201001,아시아,대만,유학연수,37,67,-44.8
201001,아시아,대만,기타,516,543,-5
201001,아시아,홍콩,전체,14545,25207,-42.3
201001,아시아,홍콩,관광,13874,24409,-43.2
201001,아시아,홍콩,상용,55,35,57.1
201001,아시아,홍콩,공용,0,0,0
201001,아시아,홍콩,유학연수,21,9,133.3
201001,아시아,홍콩,기타,595,754,-21.1
201001,아시아,마카오,전체,554,955,-42
201001,아시아,마카오,관광,554,955,-42
201001,아시아,마카오,상용,0,0,0
201001,아시아,마카오,공용,0,0,0
201001,아시아,마카오,유학연수,0,0,0
201001,아시아,마카오,기타,0,0,0
201001,아시아,필리핀,전체,21214,21823,-2.8
201001,아시아,필리핀,관광,3984,3500,13.8
201001,아시아,필리핀,상용,219,129,69.8
201001,아시아,필리핀,공용,104,110,-5.5
201001,아시아,필리핀,유학연수,87,76,14.5
201001,아시아,필리핀,기타,16820,18008,-6.6
201001,아시아,인도네시아,전체,5061,5798,-12.7
201001,아시아,인도네시아,관광,1840,2541,-27.6
201001,아시아,인도네시아,상용,327,163,100.6
201001,아시아,인도네시아,공용,3,10,-70
201001,아시아,인도네시아,유학연수,65,42,54.8
201001,아시아,인도네시아,기타,2826,3042,-7.1
201001,아시아,태국,전체,17814,13947,27.7
201001,아시아,태국,관광,13374,8990,48.8
201001,아시아,태국,상용,39,32,21.9
201001,아시아,태국,공용,13,16,-18.8
201001,아시아,태국,유학연수,53,47,12.8
201001,아시아,태국,기타,4335,4862,-10.8
201001,아시아,베트남,전체,4515,5098,-11.4
201001,아시아,베트남,관광,1384,1434,-3.5
201001,아시아,베트남,상용,284,164,73.2
201001,아시아,베트남,공용,21,3,600
201001,아시아,베트남,유학연수,150,103,45.6
201001,아시아,베트남,기타,2676,3394,-21.2
201001,아시아,인도,전체,6026,5522,9.1
201001,아시아,인도,관광,1646,1816,-9.4
201001,아시아,인도,상용,1387,948,46.3
201001,아시아,인도,공용,7,6,16.7
201001,아시아,인도,유학연수,68,50,36
201001,아시아,인도,기타,2918,2702,8
201001,아시아,말레이시아,전체,4559,6714,-32.1
201001,아시아,말레이시아,관광,3292,5227,-37
201001,아시아,말레이시아,상용,61,24,154.2
201001,아시아,말레이시아,공용,0,1,-100
201001,아시아,말레이시아,유학연수,49,44,11.4
201001,아시아,말레이시아,기타,1157,1418,-18.4
201001,아시아,싱가포르,전체,5368,6418,-16.4
201001,아시아,싱가포르,관광,4201,4790,-12.3
201001,아시아,싱가포르,상용,120,67,79.1
201001,아시아,싱가포르,공용,3,1,200
201001,아시아,싱가포르,유학연수,27,14,92.9
201001,아시아,싱가포르,기타,1017,1546,-34.2
201001,아시아,몽골,전체,3324,3166,5
201001,아시아,몽골,관광,2333,1868,24.9
201001,아시아,몽골,상용,234,281,-16.7
201001,아시아,몽골,공용,6,3,100
201001,아시아,몽골,유학연수,197,195,1
201001,아시아,몽골,기타,554,819,-32.4
201001,아시아,우즈베키스탄,전체,1280,1256,1.9
201001,아시아,우즈베키스탄,관광,190,149,27.5
201001,아시아,우즈베키스탄,상용,293,383,-23.5
201001,아시아,우즈베키스탄,공용,17,2,750
201001,아시아,우즈베키스탄,유학연수,40,48,-16.7
201001,아시아,우즈베키스탄,기타,740,674,9.8
201001,아시아,미얀마,전체,4594,4163,10.4
201001,아시아,미얀마,관광,630,566,11.3
201001,아시아,미얀마,상용,18,17,5.9
201001,아시아,미얀마,공용,54,0,0
201001,아시아,미얀마,유학연수,10,3,233.3
201001,아시아,미얀마,기타,3882,3577,8.5
201001,아시아,GCC,전체,430,220,95.5
201001,아시아,GCC,관광,223,122,82.8
201001,아시아,GCC,상용,134,53,152.8
201001,아시아,GCC,공용,0,3,-100
201001,아시아,GCC,유학연수,18,12,50
201001,아시아,GCC,기타,55,30,83.3
201001,아시아,카자흐스탄,전체,419,416,0.7
201001,아시아,카자흐스탄,관광,238,237,0.4
201001,아시아,카자흐스탄,상용,48,39,23.1
201001,아시아,카자흐스탄,공용,4,1,300
201001,아시아,카자흐스탄,유학연수,22,22,0
201001,아시아,카자흐스탄,기타,107,117,-8.5
201001,아시아,터키,전체,969,665,45.7
201001,아시아,터키,관광,472,359,31.5
201001,아시아,터키,상용,15,23,-34.8
201001,아시아,터키,공용,2,2,0
201001,아시아,터키,유학연수,15,7,114.3
201001,아시아,터키,기타,465,274,69.7
201001,아시아,캄보디아,전체,280,437,-35.9
201001,아시아,캄보디아,관광,102,142,-28.2
201001,아시아,캄보디아,상용,22,11,100
201001,아시아,캄보디아,공용,0,0,0
201001,아시아,캄보디아,유학연수,25,11,127.3
201001,아시아,캄보디아,기타,131,273,-52
201001,아시아,스리랑카,전체,648,846,-23.4
201001,아시아,스리랑카,관광,39,45,-13.3
201001,아시아,스리랑카,상용,28,25,12
201001,아시아,스리랑카,공용,2,1,100
201001,아시아,스리랑카,유학연수,13,12,8.3
201001,아시아,스리랑카,기타,566,763,-25.8
201001,아시아,방글라데시,전체,710,490,44.9
201001,아시아,방글라데시,관광,86,84,2.4
201001,아시아,방글라데시,상용,84,88,-4.5
201001,아시아,방글라데시,공용,9,4,125
201001,아시아,방글라데시,유학연수,42,30,40
201001,아시아,방글라데시,기타,489,284,72.2
201001,아시아,파키스탄,전체,714,641,11.4
201001,아시아,파키스탄,관광,70,93,-24.7
201001,아시아,파키스탄,상용,200,235,-14.9
201001,아시아,파키스탄,공용,1,2,-50
201001,아시아,파키스탄,유학연수,41,25,64
201001,아시아,파키스탄,기타,402,286,40.6
201001,아시아,이스라엘,전체,856,689,24.2
201001,아시아,이스라엘,관광,792,616,28.6
201001,아시아,이스라엘,상용,11,10,10
201001,아시아,이스라엘,공용,0,0,0
201001,아시아,이스라엘,유학연수,0,0,0
201001,아시아,이스라엘,기타,53,63,-15.9
201001,아시아,이란,전체,598,446,34.1
201001,아시아,이란,관광,69,82,-15.9
201001,아시아,이란,상용,309,208,48.6
201001,아시아,이란,공용,0,1,-100
201001,아시아,이란,유학연수,3,3,0
201001,아시아,이란,기타,217,152,42.8
201001,아시아,아시아 기타,전체,1732,1488,16.4
201001,아시아,아시아 기타,관광,700,394,77.7
201001,아시아,아시아 기타,상용,629,521,20.7
201001,아시아,아시아 기타,공용,14,18,-22.2
201001,아시아,아시아 기타,유학연수,56,36,55.6
201001,아시아,아시아 기타,기타,333,519,-35.8
201001,아메리카,연도대륙,전체,53839,53684,0.3
201001,아메리카,연도대륙,관광,33067,33943,-2.6
201001,아메리카,연도대륙,상용,1391,1662,-16.3
201001,아메리카,연도대륙,공용,2159,2259,-4.4
201001,아메리카,연도대륙,유학연수,200,212,-5.7
201001,아메리카,연도대륙,기타,17022,15608,9.1
201001,아메리카,미국,전체,43065,42950,0.3
201001,아메리카,미국,관광,26943,27884,-3.4
201001,아메리카,미국,상용,1195,1440,-17
201001,아메리카,미국,공용,2145,2239,-4.2
201001,아메리카,미국,유학연수,135,150,-10
201001,아메리카,미국,기타,12647,11237,12.5
201001,아메리카,캐나다,전체,8776,8697,0.9
201001,아메리카,캐나다,관광,4912,4826,1.8
201001,아메리카,캐나다,상용,96,125,-23.2
201001,아메리카,캐나다,공용,4,5,-20
201001,아메리카,캐나다,유학연수,21,20,5
201001,아메리카,캐나다,기타,3743,3721,0.6
201001,아메리카,브라질,전체,765,748,2.3
201001,아메리카,브라질,관광,459,396,15.9
201001,아메리카,브라질,상용,46,48,-4.2
201001,아메리카,브라질,공용,1,2,-50
201001,아메리카,브라질,유학연수,11,8,37.5
201001,아메리카,브라질,기타,248,294,-15.6
201001,아메리카,멕시코,전체,379,381,-0.5
201001,아메리카,멕시코,관광,252,273,-7.7
201001,아메리카,멕시코,상용,29,21,38.1
201001,아메리카,멕시코,공용,1,1,0
201001,아메리카,멕시코,유학연수,4,13,-69.2
201001,아메리카,멕시코,기타,93,73,27.4
201001,아메리카,아메리카 기타,전체,854,908,-5.9
201001,아메리카,아메리카 기타,관광,501,564,-11.2
201001,아메리카,아메리카 기타,상용,25,28,-10.7
201001,아메리카,아메리카 기타,공용,8,12,-33.3
201001,아메리카,아메리카 기타,유학연수,29,21,38.1
201001,아메리카,아메리카 기타,기타,291,283,2.8
201001,유럽,연도대륙,전체,46509,49254,-5.6
201001,유럽,연도대륙,관광,28798,30391,-5.2
201001,유럽,연도대륙,상용,2250,2292,-1.8
201001,유럽,연도대륙,공용,119,127,-6.3
201001,유럽,연도대륙,유학연수,476,351,35.6
201001,유럽,연도대륙,기타,14866,16093,-7.6
201001,유럽,러시아,전체,10873,11806,-7.9
201001,유럽,러시아,관광,4861,5015,-3.1
201001,유럽,러시아,상용,505,421,20
201001,유럽,러시아,공용,15,16,-6.3
201001,유럽,러시아,유학연수,83,84,-1.2
201001,유럽,러시아,기타,5409,6270,-13.7
201001,유럽,영국,전체,7521,8225,-8.6
201001,유럽,영국,관광,5746,6383,-10
201001,유럽,영국,상용,383,408,-6.1
201001,유럽,영국,공용,4,2,100
201001,유럽,영국,유학연수,20,7,185.7
201001,유럽,영국,기타,1368,1425,-4
201001,유럽,독일,전체,7643,8098,-5.6
201001,유럽,독일,관광,5838,6175,-5.5
201001,유럽,독일,상용,255,250,2
201001,유럽,독일,공용,24,23,4.3
201001,유럽,독일,유학연수,68,34,100
201001,유럽,독일,기타,1458,1616,-9.8
201001,유럽,프랑스,전체,4666,4614,1.1
201001,유럽,프랑스,관광,3019,2833,6.6
201001,유럽,프랑스,상용,343,395,-13.2
201001,유럽,프랑스,공용,44,48,-8.3
201001,유럽,프랑스,유학연수,115,77,49.4
201001,유럽,프랑스,기타,1145,1261,-9.2
201001,유럽,이탈리아,전체,1376,1451,-5.2
201001,유럽,이탈리아,관광,1157,1250,-7.4
201001,유럽,이탈리아,상용,40,42,-4.8
201001,유럽,이탈리아,공용,12,12,0
201001,유럽,이탈리아,유학연수,12,12,0
201001,유럽,이탈리아,기타,155,135,14.8
201001,유럽,네덜란드,전체,1722,1616,6.6
201001,유럽,네덜란드,관광,1205,1133,6.4
201001,유럽,네덜란드,상용,47,48,-2.1
201001,유럽,네덜란드,공용,1,0,0
201001,유럽,네덜란드,유학연수,20,8,150
201001,유럽,네덜란드,기타,449,427,5.2
201001,유럽,우크라이나,전체,1936,1783,8.6
201001,유럽,우크라이나,관광,386,206,87.4
201001,유럽,우크라이나,상용,29,31,-6.5
201001,유럽,우크라이나,공용,0,1,-100
201001,유럽,우크라이나,유학연수,6,9,-33.3
201001,유럽,우크라이나,기타,1515,1536,-1.4
201001,유럽,스페인,전체,698,626,11.5
201001,유럽,스페인,관광,542,462,17.3
201001,유럽,스페인,상용,29,29,0
201001,유럽,스페인,공용,11,8,37.5
201001,유럽,스페인,유학연수,8,10,-20
201001,유럽,스페인,기타,108,117,-7.7
201001,유럽,루마니아,전체,533,479,11.3
201001,유럽,루마니아,관광,142,173,-17.9
201001,유럽,루마니아,상용,12,20,-40
201001,유럽,루마니아,공용,0,0,0
201001,유럽,루마니아,유학연수,9,8,12.5
201001,유럽,루마니아,기타,370,278,33.1
201001,유럽,노르웨이,전체,946,1031,-8.2
201001,유럽,노르웨이,관광,517,620,-16.6
201001,유럽,노르웨이,상용,274,294,-6.8
201001,유럽,노르웨이,공용,0,0,0
201001,유럽,노르웨이,유학연수,6,6,0
201001,유럽,노르웨이,기타,149,111,34.2
201001,유럽,스웨덴,전체,849,732,16
201001,유럽,스웨덴,관광,579,539,7.4
201001,유럽,스웨덴,상용,63,77,-18.2
201001,유럽,스웨덴,공용,5,10,-50
201001,유럽,스웨덴,유학연수,17,11,54.5
201001,유럽,스웨덴,기타,185,95,94.7
201001,유럽,폴란드,전체,848,851,-0.4
201001,유럽,폴란드,관광,378,377,0.3
201001,유럽,폴란드,상용,29,33,-12.1
201001,유럽,폴란드,공용,0,0,0
201001,유럽,폴란드,유학연수,10,15,-33.3
201001,유럽,폴란드,기타,431,426,1.2
201001,유럽,스위스,전체,626,631,-0.8
201001,유럽,스위스,관광,512,515,-0.6
201001,유럽,스위스,상용,30,14,114.3
201001,유럽,스위스,공용,0,0,0
201001,유럽,스위스,유학연수,7,3,133.3
201001,유럽,스위스,기타,77,99,-22.2
201001,유럽,포르투갈,전체,310,570,-45.6
201001,유럽,포르투갈,관광,256,524,-51.1
201001,유럽,포르투갈,상용,9,7,28.6
201001,유럽,포르투갈,공용,0,0,0
201001,유럽,포르투갈,유학연수,1,1,0
201001,유럽,포르투갈,기타,44,38,15.8
201001,유럽,오스트리아,전체,605,588,2.9
201001,유럽,오스트리아,관광,440,441,-0.2
201001,유럽,오스트리아,상용,13,8,62.5
201001,유럽,오스트리아,공용,2,3,-33.3
201001,유럽,오스트리아,유학연수,9,9,0
201001,유럽,오스트리아,기타,141,127,11
201001,유럽,핀란드,전체,535,651,-17.8
201001,유럽,핀란드,관광,376,442,-14.9
201001,유럽,핀란드,상용,16,30,-46.7
201001,유럽,핀란드,공용,0,0,0
201001,유럽,핀란드,유학연수,12,14,-14.3
201001,유럽,핀란드,기타,131,165,-20.6
201001,유럽,벨기에,전체,460,421,9.3
201001,유럽,벨기에,관광,322,281,14.6
201001,유럽,벨기에,상용,25,27,-7.4
201001,유럽,벨기에,공용,1,0,0
201001,유럽,벨기에,유학연수,8,1,700
201001,유럽,벨기에,기타,104,112,-7.1
201001,유럽,크로아티아,전체,485,738,-34.3
201001,유럽,크로아티아,관광,166,218,-23.9
201001,유럽,크로아티아,상용,20,21,-4.8
201001,유럽,크로아티아,공용,0,0,0
201001,유럽,크로아티아,유학연수,1,1,0
201001,유럽,크로아티아,기타,298,498,-40.2
201001,유럽,그리스,전체,605,581,4.1
201001,유럽,그리스,관광,345,294,17.3
201001,유럽,그리스,상용,47,39,20.5
201001,유럽,그리스,공용,0,0,0
201001,유럽,그리스,유학연수,0,1,-100
201001,유럽,그리스,기타,213,247,-13.8
201001,유럽,불가리아,전체,526,456,15.4
201001,유럽,불가리아,관광,103,131,-21.4
201001,유럽,불가리아,상용,0,1,-100
201001,유럽,불가리아,공용,0,0,0
201001,유럽,불가리아,유학연수,9,4,125
201001,유럽,불가리아,기타,414,320,29.4
201001,유럽,덴마크,전체,505,639,-21
201001,유럽,덴마크,관광,378,423,-10.6
201001,유럽,덴마크,상용,28,52,-46.2
201001,유럽,덴마크,공용,0,0,0
201001,유럽,덴마크,유학연수,5,4,25
201001,유럽,덴마크,기타,94,160,-41.3
201001,유럽,아일랜드,전체,526,914,-42.5
201001,유럽,아일랜드,관광,311,746,-58.3
201001,유럽,아일랜드,상용,16,15,6.7
201001,유럽,아일랜드,공용,0,0,0
201001,유럽,아일랜드,유학연수,1,0,0
201001,유럽,아일랜드,기타,198,153,29.4
201001,유럽,유럽 기타,전체,1715,1753,-2.2
201001,유럽,유럽 기타,관광,1219,1210,0.7
201001,유럽,유럽 기타,상용,37,30,23.3
201001,유럽,유럽 기타,공용,0,4,-100
201001,유럽,유럽 기타,유학연수,49,32,53.1
201001,유럽,유럽 기타,기타,410,477,-14
201001,오세아니아,연도대륙,전체,11372,9676,17.5
201001,오세아니아,연도대륙,관광,9249,7740,19.5
201001,오세아니아,연도대륙,상용,393,336,17
201001,오세아니아,연도대륙,공용,14,11,27.3
201001,오세아니아,연도대륙,유학연수,15,13,15.4
201001,오세아니아,연도대륙,기타,1701,1576,7.9
201001,오세아니아,오스트레일리아,전체,8431,6904,22.1
201001,오세아니아,오스트레일리아,관광,6974,5641,23.6
201001,오세아니아,오스트레일리아,상용,340,296,14.9
201001,오세아니아,오스트레일리아,공용,9,11,-18.2
201001,오세아니아,오스트레일리아,유학연수,10,9,11.1
201001,오세아니아,오스트레일리아,기타,1098,947,15.9
201001,오세아니아,뉴질랜드,전체,2035,1843,10.4
201001,오세아니아,뉴질랜드,관광,1545,1411,9.5
201001,오세아니아,뉴질랜드,상용,53,37,43.2
201001,오세아니아,뉴질랜드,공용,1,0,0
201001,오세아니아,뉴질랜드,유학연수,1,2,-50
201001,오세아니아,뉴질랜드,기타,435,393,10.7
201001,오세아니아,오세아니아 기타,전체,906,929,-2.5
201001,오세아니아,오세아니아 기타,관광,730,688,6.1
201001,오세아니아,오세아니아 기타,상용,0,3,-100
201001,오세아니아,오세아니아 기타,공용,4,0,0
201001,오세아니아,오세아니아 기타,유학연수,4,2,100
201001,오세아니아,오세아니아 기타,기타,168,236,-28.8
201001,아프리카,연도대륙,전체,2138,1934,10.5
201001,아프리카,연도대륙,관광,563,511,10.2
201001,아프리카,연도대륙,상용,621,660,-5.9
201001,아프리카,연도대륙,공용,25,14,78.6
201001,아프리카,연도대륙,유학연수,88,35,151.4
201001,아프리카,연도대륙,기타,841,714,17.8
201001,아프리카,남아프리카공화국,전체,788,640,23.1
201001,아프리카,남아프리카공화국,관광,214,210,1.9
201001,아프리카,남아프리카공화국,상용,27,25,8
201001,아프리카,남아프리카공화국,공용,0,0,0
201001,아프리카,남아프리카공화국,유학연수,2,1,100
201001,아프리카,남아프리카공화국,기타,545,404,34.9
201001,아프리카,아프리카 기타,전체,1350,1294,4.3
201001,아프리카,아프리카 기타,관광,349,301,15.9
201001,아프리카,아프리카 기타,상용,594,635,-6.5
201001,아프리카,아프리카 기타,공용,25,14,78.6
201001,아프리카,아프리카 기타,유학연수,86,34,152.9
201001,아프리카,아프리카 기타,기타,296,310,-4.5
201001,기타,연도대륙,전체,13,20,-35
201001,기타,연도대륙,관광,10,20,-50
201001,기타,연도대륙,상용,3,0,0
201001,기타,연도대륙,공용,0,0,0
201001,기타,연도대륙,유학연수,0,0,0
201001,기타,연도대륙,기타,0,0,0
201001,기타,기타,전체,13,20,-35
201001,기타,기타,관광,10,20,-50
201001,기타,기타,상용,3,0,0
201001,기타,기타,공용,0,0,0
201001,기타,기타,유학연수,0,0,0
201001,기타,기타,기타,0,0,0
201001,교포,연도대륙,전체,22537,18438,22.2
201001,교포,연도대륙,관광,0,0,0
201001,교포,연도대륙,상용,0,0,0
201001,교포,연도대륙,공용,0,0,0
201001,교포,연도대륙,유학연수,0,0,0
201001,교포,연도대륙,기타,22537,18438,22.2
201001,교포,교포,전체,22537,18438,22.2
201001,교포,교포,관광,0,0,0
201001,교포,교포,상용,0,0,0
201001,교포,교포,공용,0,0,0
201001,교포,교포,유학연수,0,0,0
201001,교포,교포,기타,22537,18438,22.2
201002,대륙전체,연도,전체,638911,666928,-4.2
201002,대륙전체,연도,관광,446525,453450,-1.5
201002,대륙전체,연도,상용,17544,20987,-16.4
201002,대륙전체,연도,공용,1826,2352,-22.4
201002,대륙전체,연도,유학연수,35660,34204,4.3
201002,대륙전체,연도,기타,137356,155935,-11.9
201002,아시아,연도대륙,전체,515506,547616,-5.9
201002,아시아,연도대륙,관광,383125,387838,-1.2
201002,아시아,연도대륙,상용,13711,16730,-18
201002,아시아,연도대륙,공용,364,480,-24.2
201002,아시아,연도대륙,유학연수,33910,32976,2.8
201002,아시아,연도대륙,기타,84396,109592,-23
201002,아시아,중국,전체,140571,127979,9.8
201002,아시아,중국,관광,60590,25690,135.9
201002,아시아,중국,상용,7907,11465,-31
201002,아시아,중국,공용,68,108,-37
201002,아시아,중국,유학연수,29546,28943,2.1
201002,아시아,중국,기타,42460,61773,-31.3
201002,아시아,일본,전체,230362,294390,-21.7
201002,아시아,일본,관광,224475,288576,-22.2
201002,아시아,일본,상용,1455,1210,20.2
201002,아시아,일본,공용,63,84,-25
201002,아시아,일본,유학연수,1172,1117,4.9
201002,아시아,일본,기타,3197,3403,-6.1
201002,아시아,대만,전체,36651,30640,19.6
201002,아시아,대만,관광,35758,29787,20
201002,아시아,대만,상용,45,48,-6.3
201002,아시아,대만,공용,18,8,125
201002,아시아,대만,유학연수,234,165,41.8
201002,아시아,대만,기타,596,632,-5.7
201002,아시아,홍콩,전체,23051,15808,45.8
201002,아시아,홍콩,관광,22462,15038,49.4
201002,아시아,홍콩,상용,47,49,-4.1
201002,아시아,홍콩,공용,0,0,0
201002,아시아,홍콩,유학연수,65,46,41.3
201002,아시아,홍콩,기타,477,675,-29.3
201002,아시아,마카오,전체,918,568,61.6
201002,아시아,마카오,관광,916,563,62.7
201002,아시아,마카오,상용,0,4,-100
201002,아시아,마카오,공용,0,0,0
201002,아시아,마카오,유학연수,2,1,100
201002,아시아,마카오,기타,0,0,0
201002,아시아,필리핀,전체,20411,20639,-1.1
201002,아시아,필리핀,관광,4638,4010,15.7
201002,아시아,필리핀,상용,225,124,81.5
201002,아시아,필리핀,공용,47,59,-20.3
201002,아시아,필리핀,유학연수,90,68,32.4
201002,아시아,필리핀,기타,15411,16378,-5.9
201002,아시아,인도네시아,전체,4922,4838,1.7
201002,아시아,인도네시아,관광,2142,1393,53.8
201002,아시아,인도네시아,상용,235,253,-7.1
201002,아시아,인도네시아,공용,7,14,-50
201002,아시아,인도네시아,유학연수,164,149,10.1
201002,아시아,인도네시아,기타,2374,3029,-21.6
201002,아시아,태국,전체,16683,14740,13.2
201002,아시아,태국,관광,12358,9898,24.9
201002,아시아,태국,상용,33,23,43.5
201002,아시아,태국,공용,36,10,260
201002,아시아,태국,유학연수,131,77,70.1
201002,아시아,태국,기타,4125,4732,-12.8
201002,아시아,베트남,전체,6749,8139,-17.1
201002,아시아,베트남,관광,2447,1618,51.2
201002,아시아,베트남,상용,235,277,-15.2
201002,아시아,베트남,공용,9,7,28.6
201002,아시아,베트남,유학연수,755,854,-11.6
201002,아시아,베트남,기타,3303,5383,-38.6
201002,아시아,인도,전체,5439,5082,7
201002,아시아,인도,관광,951,1241,-23.4
201002,아시아,인도,상용,1540,1120,37.5
201002,아시아,인도,공용,5,15,-66.7
201002,아시아,인도,유학연수,140,128,9.4
201002,아시아,인도,기타,2803,2578,8.7
201002,아시아,말레이시아,전체,7483,4450,68.2
201002,아시아,말레이시아,관광,5914,2718,117.6
201002,아시아,말레이시아,상용,58,42,38.1
201002,아시아,말레이시아,공용,3,1,200
201002,아시아,말레이시아,유학연수,358,317,12.9
201002,아시아,말레이시아,기타,1150,1372,-16.2
201002,아시아,싱가포르,전체,5798,3943,47
201002,아시아,싱가포르,관광,4677,2547,83.6
201002,아시아,싱가포르,상용,112,97,15.5
201002,아시아,싱가포르,공용,4,8,-50
201002,아시아,싱가포르,유학연수,77,32,140.6
201002,아시아,싱가포르,기타,928,1259,-26.3
201002,아시아,몽골,전체,3582,3070,16.7
201002,아시아,몽골,관광,2320,1690,37.3
201002,아시아,몽골,상용,199,233,-14.6
201002,아시아,몽골,공용,5,4,25
201002,아시아,몽골,유학연수,491,469,4.7
201002,아시아,몽골,기타,567,674,-15.9
201002,아시아,우즈베키스탄,전체,1296,1301,-0.4
201002,아시아,우즈베키스탄,관광,205,140,46.4
201002,아시아,우즈베키스탄,상용,296,393,-24.7
201002,아시아,우즈베키스탄,공용,22,19,15.8
201002,아시아,우즈베키스탄,유학연수,59,53,11.3
201002,아시아,우즈베키스탄,기타,714,696,2.6
201002,아시아,미얀마,전체,4464,4161,7.3
201002,아시아,미얀마,관광,584,559,4.5
201002,아시아,미얀마,상용,19,15,26.7
201002,아시아,미얀마,공용,3,8,-62.5
201002,아시아,미얀마,유학연수,35,29,20.7
201002,아시아,미얀마,기타,3823,3550,7.7
201002,아시아,GCC,전체,472,321,47
201002,아시아,GCC,관광,305,151,102
201002,아시아,GCC,상용,101,89,13.5
201002,아시아,GCC,공용,5,8,-37.5
201002,아시아,GCC,유학연수,24,38,-36.8
201002,아시아,GCC,기타,37,35,5.7
201002,아시아,카자흐스탄,전체,469,447,4.9
201002,아시아,카자흐스탄,관광,168,188,-10.6
201002,아시아,카자흐스탄,상용,80,29,175.9
201002,아시아,카자흐스탄,공용,0,0,0
201002,아시아,카자흐스탄,유학연수,101,95,6.3
201002,아시아,카자흐스탄,기타,120,135,-11.1
201002,아시아,터키,전체,874,797,9.7
201002,아시아,터키,관광,418,420,-0.5
201002,아시아,터키,상용,17,21,-19
201002,아시아,터키,공용,12,0,0
201002,아시아,터키,유학연수,43,31,38.7
201002,아시아,터키,기타,384,325,18.2
201002,아시아,캄보디아,전체,399,553,-27.8
201002,아시아,캄보디아,관광,195,133,46.6
201002,아시아,캄보디아,상용,21,17,23.5
201002,아시아,캄보디아,공용,2,2,0
201002,아시아,캄보디아,유학연수,65,38,71.1
201002,아시아,캄보디아,기타,116,363,-68
201002,아시아,스리랑카,전체,696,921,-24.4
201002,아시아,스리랑카,관광,68,47,44.7
201002,아시아,스리랑카,상용,36,49,-26.5
201002,아시아,스리랑카,공용,3,3,0
201002,아시아,스리랑카,유학연수,18,18,0
201002,아시아,스리랑카,기타,571,804,-29
201002,아시아,방글라데시,전체,659,747,-11.8
201002,아시아,방글라데시,관광,78,80,-2.5
201002,아시아,방글라데시,상용,102,75,36
201002,아시아,방글라데시,공용,12,22,-45.5
201002,아시아,방글라데시,유학연수,100,109,-8.3
201002,아시아,방글라데시,기타,367,461,-20.4
201002,아시아,파키스탄,전체,786,852,-7.7
201002,아시아,파키스탄,관광,78,99,-21.2
201002,아시아,파키스탄,상용,199,206,-3.4
201002,아시아,파키스탄,공용,1,1,0
201002,아시아,파키스탄,유학연수,77,57,35.1
201002,아시아,파키스탄,기타,431,489,-11.9
201002,아시아,이스라엘,전체,844,725,16.4
201002,아시아,이스라엘,관광,800,659,21.4
201002,아시아,이스라엘,상용,5,8,-37.5
201002,아시아,이스라엘,공용,2,0,0
201002,아시아,이스라엘,유학연수,3,4,-25
201002,아시아,이스라엘,기타,34,54,-37
201002,아시아,이란,전체,491,589,-16.6
201002,아시아,이란,관광,44,42,4.8
201002,아시아,이란,상용,271,322,-15.8
201002,아시아,이란,공용,1,0,0
201002,아시아,이란,유학연수,17,12,41.7
201002,아시아,이란,기타,158,213,-25.8
201002,아시아,아시아 기타,전체,1436,1916,-25.1
201002,아시아,아시아 기타,관광,534,551,-3.1
201002,아시아,아시아 기타,상용,473,561,-15.7
201002,아시아,아시아 기타,공용,36,99,-63.6
201002,아시아,아시아 기타,유학연수,143,126,13.5
201002,아시아,아시아 기타,기타,250,579,-56.8
201002,아메리카,연도대륙,전체,51756,50563,2.4
201002,아메리카,연도대륙,관광,32608,32328,0.9
201002,아메리카,연도대륙,상용,1131,1610,-29.8
201002,아메리카,연도대륙,공용,1324,1783,-25.7
201002,아메리카,연도대륙,유학연수,537,443,21.2
201002,아메리카,연도대륙,기타,16156,14399,12.2
201002,아메리카,미국,전체,41077,40772,0.7
201002,아메리카,미국,관광,26268,26714,-1.7
